id,id_str,name,screen_name,location,description,url,entities,protected,followers_count,fast_followers_count,normal_followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,media_count,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_image_extensions_media_color,profile_image_extensions_alt_text,profile_image_extensions_media_availability,profile_image_extensions,profile_banner_extensions_media_color,profile_banner_extensions_alt_text,profile_banner_extensions_media_availability,profile_banner_extensions,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,pinned_tweet_ids,pinned_tweet_ids_str,has_custom_timelines,can_dm,following,follow_request_sent,notifications,muting,blocking,blocked_by,want_retweets,advertiser_account_type,advertiser_account_service_levels,profile_interstitial_type,business_profile_state,translator_type,withheld_in_countries,followed_by,ext,require_some_consent,search_reporter_name,images
1024477835241508864,1024477835241508864,丹治翔／withnews編集部／朝日新聞デジタル機動報道部,shou_tanji,,朝日新聞のウェブメディアwithnews（https://t.co/2lHYIP6pyo）の記者・編集者。つぶやきはメディア関係（ #伝統メディア2.0 ）のほか、経営学部なのでビジネス系多め。新聞記者の時は事件、司法、地方行政・スポーツの担当をしていました。ラジオ・競馬が好きです。#地デジ最前線 #父親のモヤモヤ  #1ミリニュース 企画班,,"{'description': {'urls': [{'url': 'https://t.co/2lHYIP6pyo', 'expanded_url': 'http://withnews.jp', 'display_url': 'withnews.jp', 'indices': [21, 44]}]}}",False,1486,0,1486,941,37,Wed Aug 01 02:12:04 +0000 2018,6645,,,False,True,4606,245,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1024477945644048384/mvdl3HA__normal.png,https://pbs.twimg.com/profile_images/1024477945644048384/mvdl3HA__normal.png,https://pbs.twimg.com/profile_banners/1024477835241508864/1533211699,"{'palette': [{'rgb': {'red': 216, 'green': 226, 'blue': 234}, 'percentage': 43.06}, {'rgb': {'red': 199, 'green': 187, 'blue': 161}, 'percentage': 15.61}, {'rgb': {'red': 56, 'green': 51, 'blue': 45}, 'percentage': 4.47}, {'rgb': {'red': 176, 'green': 203, 'blue': 234}, 'percentage': 3.87}, {'rgb': {'red': 163, 'green': 117, 'blue': 75}, 'percentage': 3.65}]}",,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}","{'palette': [{'rgb': {'red': 168, 'green': 189, 'blue': 226}, 'percentage': 64.48}, {'rgb': {'red': 143, 'green': 143, 'blue': 138}, 'percentage': 17.42}, {'rgb': {'red': 53, 'green': 56, 'blue': 56}, 'percentage': 8.48}, {'rgb': {'red': 119, 'green': 152, 'blue': 209}, 'percentage': 4.8}, {'rgb': {'red': 233, 'green': 243, 'blue': 245}, 'percentage': 0.36}]}",,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}",1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,,,False,,,,,,,,,promotable_user,analytics,,none,none,,,"{'highlightedLabel': {'r': {'ok': {}}, 'ttl': -1}}",False,丹治翔,"[{'url': 'http://pbs.twimg.com/profile_images/1024477945644048384/mvdl3HA__400x400.png', 'path': '丹治翔-shou_tanji-mvdl3HA__400x400.png', 'checksum': '3256f99e2965de13647fa62a2e87e35f', 'status': 'downloaded'}]"
50943527,50943527,中野渉＠朝日新聞,watarunakano,Tokyo,朝日新聞記者  イスラマバード支局長、ハフポスト日本版ビジネス＆マネー編集長、GLOBE編集部など経験。RTやリンクは賛意とは限りません。倉本聰/角松敏生/J-WAVE/巨人/夏/ジム通い/テレビ/ニュースが好き。新潟出身、早稲田政経。,https://t.co/v0ps0aRvXk,"{'url': {'urls': [{'url': 'https://t.co/v0ps0aRvXk', 'expanded_url': 'http://t.asahi.com/o7ig', 'display_url': 't.asahi.com/o7ig', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,1529,0,1529,620,63,Fri Jun 26 05:59:42 +0000 2009,7758,,,True,True,9286,283,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1003576671453106177/v1YhfY6G_normal.jpg,https://pbs.twimg.com/profile_images/1003576671453106177/v1YhfY6G_normal.jpg,https://pbs.twimg.com/profile_banners/50943527/1641114564,"{'palette': [{'rgb': {'red': 254, 'green': 254, 'blue': 254}, 'percentage': 63.24}, {'rgb': {'red': 16, 'green': 16, 'blue': 16}, 'percentage': 31.15}, {'rgb': {'red': 110, 'green': 110, 'blue': 110}, 'percentage': 7.65}]}",,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}","{'palette': [{'rgb': {'red': 132, 'green': 176, 'blue': 239}, 'percentage': 33.12}, {'rgb': {'red': 73, 'green': 149, 'blue': 170}, 'percentage': 23.38}, {'rgb': {'red': 211, 'green': 198, 'blue': 183}, 'percentage': 20.02}, {'rgb': {'red': 62, 'green': 67, 'blue': 78}, 'percentage': 5.43}, {'rgb': {'red': 245, 'green': 223, 'blue': 189}, 'percentage': 2.76}]}",,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}",19CF86,000000,000000,000000,False,True,False,False,,,True,,,,,,,,,promotable_user,analytics,,none,none,,,"{'highlightedLabel': {'r': {'ok': {}}, 'ttl': -1}}",False,中野渉,"[{'url': 'http://pbs.twimg.com/profile_images/1003576671453106177/v1YhfY6G_400x400.jpg', 'path': '中野渉-watarunakano-v1YhfY6G_400x400.jpg', 'checksum': 'a474f721be18b12bec13f9cd8af67257', 'status': 'downloaded'}]"
1356464317936271360,1356464317936271360,中野浩至 Hiroshi Nakano,NakanoHiroshi56,,朝日新聞記者。東京本社社会部で国税を担当しています。大分総局を振りだしに、福岡や青森での勤務経験もあります。３児の父親です。大層なネコ好き。宅建士。簿記２級。FP２級←new!。投稿は私見、RT・いいねは賛意とは限りません。,,{'description': {'urls': []}},False,235,0,235,153,8,Tue Feb 02 04:47:56 +0000 2021,479,,,False,True,902,15,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1356468072937181185/UEGxdeet_normal.jpg,https://pbs.twimg.com/profile_images/1356468072937181185/UEGxdeet_normal.jpg,https://pbs.twimg.com/profile_banners/1356464317936271360/1612243072,"{'palette': [{'rgb': {'red': 28, 'green': 34, 'blue': 43}, 'percentage': 50.98}, {'rgb': {'red': 194, 'green': 192, 'blue': 179}, 'percentage': 30.89}, {'rgb': {'red': 110, 'green': 102, 'blue': 79}, 'percentage': 6.85}, {'rgb': {'red': 39, 'green': 81, 'blue': 99}, 'percentage': 2.41}, {'rgb': {'red': 171, 'green': 148, 'blue': 104}, 'percentage': 2.15}]}",,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}","{'palette': [{'rgb': {'red': 187, 'green': 190, 'blue': 194}, 'percentage': 77.65}, {'rgb': {'red': 50, 'green': 43, 'blue': 37}, 'percentage': 7.05}, {'rgb': {'red': 116, 'green': 143, 'blue': 170}, 'percentage': 6.16}, {'rgb': {'red': 82, 'green': 93, 'blue': 112}, 'percentage': 2.91}, {'rgb': {'red': 69, 'green': 33, 'blue': 12}, 'percentage': 2.05}]}",,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}",1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,,,False,,,,,,,,,none,,,none,none,,,"{'highlightedLabel': {'r': {'ok': {}}, 'ttl': -1}}",False,中野浩至,"[{'url': 'http://pbs.twimg.com/profile_images/1356468072937181185/UEGxdeet_400x400.jpg', 'path': '中野浩至-NakanoHiroshi56-UEGxdeet_400x400.jpg', 'checksum': '1fa989d375bcde81683cee64d22d7200', 'status': 'downloaded'}]"
118394250,118394250,中田　絢子,ayako_nkd,特集ページ「皇室とっておき」,朝日新聞政治部記者、社会部皇室担当→政治部。０７年に入社し、愛媛→千葉→社会部→政治部。投稿内容は私見でＲＴは必ずしも賛意を示すものではありません。,https://t.co/Uv7En9aWhA,"{'url': {'urls': [{'url': 'https://t.co/Uv7En9aWhA', 'expanded_url': 'http://www.asahi.com/special/koushitsu/', 'display_url': 'asahi.com/special/koushi…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,2687,0,2687,923,81,Sun Feb 28 15:00:26 +0000 2010,7760,,,False,True,11181,129,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1076661460866985989/aSFKACHw_normal.jpg,https://pbs.twimg.com/profile_images/1076661460866985989/aSFKACHw_normal.jpg,https://pbs.twimg.com/profile_banners/118394250/1543657372,"{'palette': [{'rgb': {'red': 43, 'green': 45, 'blue': 48}, 'percentage': 49.93}, {'rgb': {'red': 229, 'green': 219, 'blue': 213}, 'percentage': 24.51}, {'rgb': {'red': 137, 'green': 112, 'blue': 87}, 'percentage': 13.09}, {'rgb': {'red': 172, 'green': 130, 'blue': 127}, 'percentage': 1.28}, {'rgb': {'red': 158, 'green': 71, 'blue': 70}, 'percentage': 1.17}]}",,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}","{'palette': [{'rgb': {'red': 216, 'green': 189, 'blue': 115}, 'percentage': 26.91}, {'rgb': {'red': 164, 'green': 179, 'blue': 183}, 'percentage': 16.5}, {'rgb': {'red': 212, 'green': 160, 'blue': 34}, 'percentage': 16.26}, {'rgb': {'red': 116, 'green': 100, 'blue': 50}, 'percentage': 12.37}, {'rgb': {'red': 54, 'green': 58, 'blue': 44}, 'percentage': 10.32}]}",,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}",1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,,,False,,,,,,,,,promotable_user,analytics,,none,none,,,"{'highlightedLabel': {'r': {'ok': {}}, 'ttl': -1}}",False,中田絢子,"[{'url': 'http://pbs.twimg.com/profile_images/1076661460866985989/aSFKACHw_400x400.jpg', 'path': '中田絢子-ayako_nkd-aSFKACHw_400x400.jpg', 'checksum': '254e4c0aab54ada602788cd31df20ca4', 'status': 'downloaded'}]"
1682671537,1682671537,中村俊介,pokuchinN,,朝日新聞編集委員。大阪本社生活文化部にいます。歴史・考古学、文化財、伝統工芸、世界遺産などを主に担当。クラシック好き。絵も描きます。フォークギターで熱く歌います。柔道黒帯。著書に『世界遺産　理想と現実のはざまで』（岩波新書）『遺跡でたどる邪馬台国論争』など。投稿内容は私個人の意見で、ＲＴやリンクは賛意とは限りません。,https://t.co/nJ7Eoohji4,"{'url': {'urls': [{'url': 'https://t.co/nJ7Eoohji4', 'expanded_url': 'http://www.asahi.com/', 'display_url': 'asahi.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,1648,0,1648,11,53,Mon Aug 19 07:44:00 +0000 2013,6,,,False,False,914,325,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/378800000378824764/691d63c8eb5c234231b68e40b34a07f2_normal.jpeg,https://pbs.twimg.com/profile_images/378800000378824764/691d63c8eb5c234231b68e40b34a07f2_normal.jpeg,,"{'palette': [{'rgb': {'red': 238, 'green': 243, 'blue': 246}, 'percentage': 94.31}, {'rgb': {'red': 15, 'green': 18, 'blue': 23}, 'percentage': 4.16}, {'rgb': {'red': 119, 'green': 123, 'blue': 126}, 'percentage': 2.12}]}",,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}",,,,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,,,False,,,,,,,,,promotable_user,analytics,,none,none,,,"{'highlightedLabel': {'r': {'ok': {}}, 'ttl': -1}}",False,中村俊介,"[{'url': 'http://pbs.twimg.com/profile_images/378800000378824764/691d63c8eb5c234231b68e40b34a07f2_400x400.jpeg', 'path': '中村俊介-pokuchinN-691d63c8eb5c234231b68e40b34a07f2_400x400.jpeg', 'checksum': '7ad2e350364a44c098a324a82e81b5c8', 'status': 'downloaded'}]"
2373366536,2373366536,中川文如,nakagawafumi,,朝日新聞スポーツ部のデスクです。盛岡→札幌→博多→東京。ほどよいジョギング、長めのお風呂、ほどよいビールが趣味。最近、人生の引き際について考えることが増えました。葱を切っていると何故か落ち着きます。カラ元気を大切にしたいです（投稿内容は私見です）。,,{'description': {'urls': []}},False,5695,0,5695,436,182,Wed Mar 05 07:57:54 +0000 2014,273,,,False,True,10513,608,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1303193987855990785/kL7iPFtM_normal.jpg,https://pbs.twimg.com/profile_images/1303193987855990785/kL7iPFtM_normal.jpg,https://pbs.twimg.com/profile_banners/2373366536/1538092956,"{'palette': [{'rgb': {'red': 50, 'green': 17, 'blue': 8}, 'percentage': 35.88}, {'rgb': {'red': 229, 'green': 205, 'blue': 176}, 'percentage': 21.92}, {'rgb': {'red': 142, 'green': 89, 'blue': 56}, 'percentage': 16.86}, {'rgb': {'red': 137, 'green': 147, 'blue': 152}, 'percentage': 16.69}, {'rgb': {'red': 89, 'green': 91, 'blue': 92}, 'percentage': 5.47}]}",,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}","{'palette': [{'rgb': {'red': 19, 'green': 25, 'blue': 20}, 'percentage': 44.86}, {'rgb': {'red': 188, 'green': 187, 'blue': 187}, 'percentage': 40.7}, {'rgb': {'red': 130, 'green': 125, 'blue': 113}, 'percentage': 4.23}, {'rgb': {'red': 163, 'green': 177, 'blue': 216}, 'percentage': 2.63}, {'rgb': {'red': 25, 'green': 37, 'blue': 121}, 'percentage': 1.69}]}",,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}",E81C4F,000000,000000,000000,False,False,False,False,[1474868807998926848],1474868807998926848,False,,,,,,,,,promotable_user,,,none,none,,,"{'highlightedLabel': {'r': {'ok': {}}, 'ttl': -1}}",False,中川文如,"[{'url': 'http://pbs.twimg.com/profile_images/1303193987855990785/kL7iPFtM_400x400.jpg', 'path': '中川文如-nakagawafumi-kL7iPFtM_400x400.jpg', 'checksum': '177e6ae6cb7be3dc6b4d975d2098c565', 'status': 'downloaded'}]"
309993555,309993555,中島耕太郎（朝日新聞）,Nakajima_Kotaro,,朝日新聞科学医療部のデスクとしてコロナ対応中。がん、認知症も担当。広島、神戸、大阪で事件、ｂｅ編集部、文化くらし報道部でファッション、メディア。横浜、文化、社会、医療とデスク７年目。新聞、子ども、野球、テキスタイル、建築、信州、森林、韓国料理が好き。 投稿内容は社を代表せず、リンクやRTは必ずしも賛意を示しません。,,{'description': {'urls': []}},False,612,0,612,1166,15,Fri Jun 03 01:06:15 +0000 2011,4733,,,True,False,1204,6,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1359072892261081089/YQfyfPRv_normal.jpg,https://pbs.twimg.com/profile_images/1359072892261081089/YQfyfPRv_normal.jpg,https://pbs.twimg.com/profile_banners/309993555/1522499910,"{'palette': [{'rgb': {'red': 99, 'green': 74, 'blue': 46}, 'percentage': 30.71}, {'rgb': {'red': 234, 'green': 227, 'blue': 210}, 'percentage': 29.46}, {'rgb': {'red': 40, 'green': 37, 'blue': 43}, 'percentage': 22.31}, {'rgb': {'red': 191, 'green': 148, 'blue': 98}, 'percentage': 8.18}, {'rgb': {'red': 49, 'green': 55, 'blue': 81}, 'percentage': 2.18}]}",,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}","{'palette': [{'rgb': {'red': 15, 'green': 6, 'blue': 6}, 'percentage': 63.63}, {'rgb': {'red': 117, 'green': 106, 'blue': 103}, 'percentage': 11.03}, {'rgb': {'red': 97, 'green': 46, 'blue': 22}, 'percentage': 10.88}, {'rgb': {'red': 228, 'green': 136, 'blue': 47}, 'percentage': 6.41}, {'rgb': {'red': 205, 'green': 153, 'blue': 106}, 'percentage': 5.78}]}",,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}",1DA1F2,000000,000000,000000,False,False,False,False,,,True,,,,,,,,,none,,,none,none,,,"{'highlightedLabel': {'r': {'ok': {}}, 'ttl': -1}}",False,中島耕太郎,"[{'url': 'http://pbs.twimg.com/profile_images/1359072892261081089/YQfyfPRv_400x400.jpg', 'path': '中島耕太郎-Nakajima_Kotaro-YQfyfPRv_400x400.jpg', 'checksum': 'd43f6ed92866599b8598c262e1e0576b', 'status': 'downloaded'}]"
612194897,612194897,中山由美,YumiPolar,,南極・北極を行く極道の女!?朝日新聞の南極記者。南極は45次南極観測越冬隊、51次夏隊で隕石探査、61次越冬隊。北極はグリーンランドなど7回。登山、スキー、潜水、合気道、ドローン、アマ無線。書き込みは個人の考えで朝日新聞の見解とは関係なくRTやリンクは賛意の表示ではありません。,https://t.co/FO4tqclhB4,"{'url': {'urls': [{'url': 'https://t.co/FO4tqclhB4', 'expanded_url': 'http://www.asahi.com/special/nankyoku/', 'display_url': 'asahi.com/special/nankyo…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,16634,0,16634,108,282,Tue Jun 19 02:21:26 +0000 2012,25,,,False,True,10200,2067,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2321168326/20101223__________4907_normal.jpg,https://pbs.twimg.com/profile_images/2321168326/20101223__________4907_normal.jpg,,,,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}",,,,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,,,True,,,,,,,,,promotable_user,analytics,,none,none,,,"{'highlightedLabel': {'r': {'ok': {}}, 'ttl': -1}}",False,中山由美,"[{'url': 'http://pbs.twimg.com/profile_images/2321168326/20101223__________4907_400x400.jpg', 'path': '中山由美-YumiPolar-20101223__________4907_400x400.jpg', 'checksum': 'a3f112dbf4945028ade056cc758040fd', 'status': 'downloaded'}]"
819103693,819103693,中小路徹,nakakojit,,朝日新聞編集委員（担当：スポーツと社会）。サッカー担当が長かったのですが、近年は部活動改革や暴力的指導の問題など、競技の枠を越え、スポーツ環境を深掘りする記事を目指しています。著書に「ジーコスタイル」「４０歳からうまくなるサッカー」「脱ブラック部活」など。(投稿内容は朝日新聞を代表するものではありません）,,{'description': {'urls': []}},False,19703,0,19703,3528,117,Wed Sep 12 08:08:51 +0000 2012,468,,,False,True,1895,13,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2839332613/9b6125415a925257fb6cefb2b18493d9_normal.png,https://pbs.twimg.com/profile_images/2839332613/9b6125415a925257fb6cefb2b18493d9_normal.png,,"{'palette': [{'rgb': {'red': 82, 'green': 77, 'blue': 80}, 'percentage': 37.27}, {'rgb': {'red': 191, 'green': 184, 'blue': 189}, 'percentage': 11.82}, {'rgb': {'red': 139, 'green': 98, 'blue': 91}, 'percentage': 11.34}, {'rgb': {'red': 133, 'green': 160, 'blue': 197}, 'percentage': 4.35}, {'rgb': {'red': 70, 'green': 74, 'blue': 103}, 'percentage': 2.51}]}",,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}",,,,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,,,True,,,,,,,,,promotable_user,analytics,,none,none,,,"{'highlightedLabel': {'r': {'ok': {}}, 'ttl': -1}}",False,中小路徹,"[{'url': 'http://pbs.twimg.com/profile_images/2839332613/9b6125415a925257fb6cefb2b18493d9_400x400.png', 'path': '中小路徹-nakakojit-9b6125415a925257fb6cefb2b18493d9_400x400.png', 'checksum': 'd50fba654c13d431117d156f29ba988e', 'status': 'downloaded'}]"
45872667,45872667,Daisuke Nakai／中井大助,daisukenakai,Tokyo,"朝日新聞ニューヨーク支局長。元社会部デスク、国際報道部デスク。 The Asahi Shimbun New York Bureau Chief. Opinions my own, Likes and Retweets do not endorse. DMs are open",https://t.co/6fSA03Ubah,"{'url': {'urls': [{'url': 'https://t.co/6fSA03Ubah', 'expanded_url': 'http://asahi.com', 'display_url': 'asahi.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,4929,0,4929,2905,237,Tue Jun 09 16:18:14 +0000 2009,16374,,,True,True,6045,597,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2656609496/df9197e538ec1429da88cf17e7dfbae2_normal.jpeg,https://pbs.twimg.com/profile_images/2656609496/df9197e538ec1429da88cf17e7dfbae2_normal.jpeg,https://pbs.twimg.com/profile_banners/45872667/1426425973,"{'palette': [{'rgb': {'red': 190, 'green': 180, 'blue': 174}, 'percentage': 96.92}, {'rgb': {'red': 87, 'green': 78, 'blue': 76}, 'percentage': 2.95}]}",,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}","{'palette': [{'rgb': {'red': 169, 'green': 198, 'blue': 227}, 'percentage': 51.74}, {'rgb': {'red': 168, 'green': 158, 'blue': 88}, 'percentage': 24.15}, {'rgb': {'red': 103, 'green': 151, 'blue': 216}, 'percentage': 18.59}, {'rgb': {'red': 227, 'green': 230, 'blue': 242}, 'percentage': 4.27}, {'rgb': {'red': 64, 'green': 71, 'blue': 50}, 'percentage': 0.45}]}",,,"{'mediaStats': {'r': {'missing': None}, 'ttl': -1}}",1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,,,True,,,,,,,,,promotable_user,analytics,,none,none,,,"{'highlightedLabel': {'r': {'ok': {}}, 'ttl': -1}}",False,中井大助,"[{'url': 'http://pbs.twimg.com/profile_images/2656609496/df9197e538ec1429da88cf17e7dfbae2_400x400.jpeg', 'path': '中井大助-daisukenakai-df9197e538ec1429da88cf17e7dfbae2_400x400.jpeg', 'checksum': '25895691bcdfae1464c2e776fe3b2ff8', 'status': 'downloaded'}]"
